,Station Names,Station Codes,Latitude,Longitude,Pincode
3717,KARIMGANJ JN,KXJ,,,788710
3718,KARIMNAGAR,KRMR,18.4386° N,79.1288° E,505001
3719,KARIMUDDIN PUR,KMDR,25.6942° N,83.8738° E,233225
3720,KARISATH,KRS,25.5720° N,84.5497° E,802157
3721,KARIYAPATTINAM,KXY,10.4708° N,79.7474° E,614806
3722,KARJANA,KJRA,23.3447° N,87.8922° E,713104
3723,KARJANAGRAM,KJRM,23.3529° N,87.8939° E,713104
3724,KARJAT,KJT,18.9108° N,73.3305° E,410201
3725,KARJODA,KRJD,24.2082° N,72.4658° E,385001
3726,KARKELI,KKI,23.4592° N,80.9125° E,110040
3727,KARKEND,KRKN,23.7769° N,86.3720° E,828116
3728,KARKHELI,KEK,18.9583° N,77.7438° E,431808
3729,KARMABAD,KRMB,33.8959° N,74.8814° E,815311
3730,KARMAD,KMV,19.8694° N,75.5379° E,431007
3731,KARMALI,KRMI,15.4842° N,73.9369° E,403110
3732,KARMALIYAPURA,KRMY,22.2285° N,73.4358° E,0
3733,KARNA,KAR,,,241121
3734,KARNA SUBARNA,KNSN,24.0264° N,88.1777° E,742405
3735,KARNAL,KUN,29.6857° N,76.9905° E,132001
3736,KARONDA,KOA,24.3465° N,78.2761° E,470113
3737,KARONJI,KJZ,23.3624° N,82.9864° E,497226
3738,KARPURIGRAM,KPGM,25.8679° N,85.7269° E,848129
3739,KARRA,KRRA,23.1258° N,85.1298° E,182320
3740,KARSINDHU,KSDE,29.5030° N,76.2218° E,126112
3741,KARTARPUR,KRE,31.4358° N,75.5009° E,144801
3742,KARTAULI,KRTL,26.4883° N,77.0161° E,322241
3743,KARUKKUTTY,KUC,10.2270° N,76.3749° E,683576
3744,KARUNAGAPALLI,KPY,9.0598° N,76.5356° E,690518
3745,KARUNGUZHI,KGZ,12.5319° N,79.9039° E,603303
3746,KARUPPATTI,KYR,10.0564° N,77.9286° E,625205
3747,KARUPPUR,KPPR,11.7172° N,78.0918° E,636011
3748,KARUR,KRR,10.9601° N,78.0766° E,639001
3749,KARUVALLI,KVLR,11.8462° N,78.0295° E,636305
3750,KARWANDIA,KWD,24.9517° N,84.0868° E,821305
3751,KARWAR,KAWR,14.8185° N,74.1416° E,581326
3752,KASARA,KSRA,19.6436° N,73.4712° E,421602
3753,KASARAGOD,KGQ,12.5080° N,74.9882° E,671121
3754,KASBA,KUB,22.5195° N,88.3828° E,700042
3755,KASBE SUKENE,KBSN,20.0784° N,74.0139° E,422301
3756,KASEETAR,KEE,,,815352
3757,KASGANJ,KSJ,27.8085° N,78.6461° E,207123
3758,KASHANATTI,KHST,,,581103
3759,KASHI,KEI,25.3176° N,82.9739° E,221001
3760,KASHI CHAK,KSC,25.0695° N,85.7167° E,805124
3761,KASHINAGAR,KNGR,18.8578° N,83.8808° E,743374
3762,KASHIPUR,KPV,29.2104° N,78.9619° E,244713
3763,KASHIPURA SARAR,KSPR,,,391240
3764,KASHTI,KSTH,18.5499° N,74.5829° E,414701
3765,KASIMKOTA,KSK,17.6664° N,82.9640° E,531031
3766,KASIMPUR,KCJ,27.9911° N,78.1365° E,202127
3767,KASTHA,KSTA,24.8096° N,84.9271° E,824209
3768,KASTURBA NAGAR,KTBR,23.2308° N,77.4401° E,600020
3769,KASTURI,KSR,13.0061° N,77.6594° E,271502
3770,KASU,KASU,18.6415° N,73.0797° E,402107
3771,KASU BEGU,KBU,30.8570° N,74.6701° E,152004
3772,KATA ROAD,KXX,,,444505
3773,KATAHRI,KTHE,30.7406° N,75.9434° E,224238
3774,KATAIYA DANDI,KTDD,25.1567° N,81.3784° E,210208
3775,KATAKHAL JN,KTX,,,788801
3776,KATANGI,KGE,21.7705° N,79.8045° E,481445
3777,KATANGI KHURD,KTKD,23.7619° N,80.5049° E,483501
3778,KATAR SINGHWALA,KZW,30.1450° N,74.9947° E,151001
3779,KATAREAH,KTRH,25.4001° N,87.1963° E,813227
3780,KATARIYA,KATR,25.6893° N,83.7929° E,363421
3781,KATEPURNA,KTP,,,444102
3782,KATH KUIYAN,KKT,,,274303
3783,KATHAL,KTAL,29.8043° N,76.4039° E,136027
3784,KATHAL PUKHURI,KTPR,27.1749° N,93.9713° E,787023
3785,KATHANA,KTNA,22.2945° N,72.7892° E,388610
3786,KATHARA ROAD,KTRR,26.3099° N,80.2287° E, 813213
3787,KATHGHAR,KGF,25.4997° N,87.7400° E,243001
3788,KATHGODAM,KGM,29.2693° N,79.5441° E,263126
3789,KATHLEEGHAT,KEJ,31.0220° N,77.1037° E,173234
3790,KATHOLA,KTHL,22.4458° N,73.5624° E,271125
3791,KATHUA,KTHU,32.3863° N,75.5173° E,184102
3792,KATHUNANGAL,KNG,31.7324° N,75.0231° E,143502
3793,KATHUWAS,KTWS,28.1371° N,76.3471° E,301703
3794,KATIHAR JN,KIR,25.5480° N,87.5652° E,854105
3795,KATILI,KATA,25.4505° N,78.3757° E,261141
3796,KATKA,KFK,26.2712° N,85.7538° E,133302
3797,KATKOLA JN,KTLA,27.0441° N,81.4252° E,444001
3798,KATLAKUNTA MEDI,KKMP,,,505453
3799,KATNI,KTE,23.8343° N,80.3894° E,483501
3800,KATNI MURWARA,KMZ,23.8343° N,80.3894° E,483504
3801,KATNI SOUTH,KTES,23.8167° N,80.4009° E,483504
3802,KATOGHAN,KTCE,25.7429° N,81.1582° E,212655
3803,KATOL,KATL,21.2733° N,78.5860° E,441302
3804,KATORA,KTO,23.3163° N,82.6942° E,497331
3805,KATOSAN ROAD,KTRD,,,382145
3806,KATPADI JN,KPD,12.9717° N,79.1386° E,632007
3807,KATPHAL,KFH,18.2313° N,74.6225° E,413133
3808,KATRA,KEA,32.9915° N,74.9318° E,182320
3809,KATRASGARH,KTH,23.7988° N,86.3041° E,828113
3810,KATTANGULATTUR,CTM,12.8190° N,80.0360° E,603203
3811,KATTUR,KTTR,10.3731° N,76.1668° E,620019
3812,KATUDA,KTDA,22.7985° N,71.5843° E,182320
3813,KATWA,KWF,23.6404° N,88.1299° E,713130
3814,KATWA,KWAE,23.6404° N,88.1299° E,713130
3815,KATWAR BAZAR,KWBR,,,222165
3816,KAUKUNTLA,KQQ,16.5399° N,77.8510° E,509204
3817,KAULI,KLI,30.4163° N,76.5098° E,140701
3818,KAULSERI,KLSX,30.3700° N,75.9449° E,148017
3819,KAURARA,KAA,27.0315° N,78.6622° E,283151
3820,KAURHA,KUF,27.4490° N,80.1038° E,241405
3821,KAURIAA JUNGLE,JKI,26.8775° N,83.3018° E,273165
3822,KAURIYA,KYA,25.5499° N,84.5225° E,802162
3823,KAUWAPUR,KPE,25.4547° N,83.0938° E,271208
3824,KAVALANDE,KVE,12.0332° N,76.7978° E,571312
3825,KAVALI,KVZ,14.9132° N,79.9930° E,524201
3826,KAVANUR,KVN,11.1995° N,76.0642° E,635803
3827,KAVARAIPPETTAI,KVP,13.3666° N,80.1391° E,601206
3828,KAVAS,KVA,21.1800° N,72.7161° E,394510
3829,KAVATHE MAHANKL,KVK,17.0090° N,74.8653° E,416405
3830,KAVI,KAVI,22.1983° N,72.6373° E,392170
3831,KAVUTARAM,KVM,16.3393° N,81.0699° E,521331
3832,KAWARGAON,KWGN,,,423603
3833,KAYALPATTINAM,KZY,8.5683° N,78.1238° E,628202
3834,KAYAMSAR,QMRS,28.1012° N,74.9972° E,331024
3835,KAYANKULAM JN,KYJ,,,690502
3836,KAYAR,KAYR,19.9068° N,78.9041° E,445304
3837,KAYASTHAGRAM,KTGM,24.7192° N,92.3469° E,788719
3838,KAYAVAROHAN,KV,22.0778° N,73.2500° E,391220
3839,KAZHAKUTTAM,KZK,8.5686° N,76.8731° E,695582
3840,KAZIPARA,KZPR,22.7138° N,88.5049° E,700124
3841,KAZIPET JN,KZJ,,,506003
3842,KECKHI,KCKI,23.9287° N,84.1466° E,822111
3843,KEDGAON,KDG,19.0645° N,74.7089° E,412203
3844,KEERANUR,KRUR,10.5724° N,78.7862° E,622502
3845,KEKATUMAR,KKG,20.0256° N,77.1033° E,444505
3846,KELA DEVI,KEV,26.3394° N,76.8937° E,321302
3847,KELAMANGALAM,KMLM,12.6029° N,77.8531° E,635113
3848,KELANPUR,KEP,22.2479° N,73.2736° E,391760
3849,KELAVLI,KLY,17.6439° N,73.8213° E,410201
3850,KELOD,KLOD,22.5095° N,75.7219° E,441112
3851,KELVA ROAD,KLV,19.6267° N,72.7906° E,401401
3852,KELZAR,KEZ,20.8482° N,78.7972° E,442104
3853,KEM,KEM,19.0025° N,72.8421° E,413223
3854,KEMRI,KEMR,28.8066° N,79.2028° E,244928
3855,KENDPOSI,KNPS,22.2940° N,85.7218° E,833214
3856,KENDRAPARA ROAD,KNPR,20.4985° N,85.9178° E,754021
3857,KENDRI P H,KDRI,,,831002
3858,KENDUAPADA,KED,21.0217° N,86.3713° E,756112
3859,KENDUJHARGARH,KDJR,21.5151° N,85.6846° E,758002
3860,KENDUKANA,KDKN,26.3682° N,91.6451° E,781380
3861,KENGERI,KGI,12.8997° N,77.4827° E,560060
3862,KEOLARI,KLZ,22.3702° N,79.9066° E,480994
3863,KERAKALAMATTI,KKMI,16.1307° N,75.5793° E,587206
3864,KEREJANGA,KPJG,20.8556° N,84.9764° E,759130
3865,KERKHABARI,KRBR,26.2926° N,90.6334° E,783382
3866,KESAMUDRAM,KDM,17.6978° N,79.8913° E,506112
3867,KESARIYA ROAD,KXZ,26.4142° N,85.0437° E,0
3868,KESAVARAM,KSVM,16.9338° N,81.8825° E,533341
3869,KESHAVGANJ,KVJ,24.8558° N,73.0719° E,307031
3870,KESHOD,KSD,21.2997° N,70.2493° E,362220
3871,KESHOLI,KOLI,24.7242° N,76.7856° E,325219
3872,KESHORAI PATAN,KPTN,25.2967° N,75.9405° E,323602
3873,KESHWARI BH,KSHR,,,825320
3874,KESIMPA,KEC,23.8254° N,72.6159° E,384335
3875,KESINGA,KSNG,20.1850° N,83.2104° E,766012
3876,KESRI,KES,30.2334° N,76.9052° E,133102
3877,KESRI SINGHPUR,KESR,29.9475° N,73.6212° E,335027
3878,KETOHALLI,KHLL,12.9058° N,77.4056° E,562128
3879,KETTANDAPATTI,KDY,12.6255° N,78.5713° E,635851
3880,KETTI,KXT,11.3761° N,76.7293° E,643215
3881,KEUTGUDA,KTGA,19.3041° N,83.3682° E,765017
3882,KEVDI,KR,21.3381° N,73.4133° E,394440
3883,KEVDI ROAD,KVO,20.8117° N,73.3909° E,0
3884,KHABRA KALAN,KBKN,29.3451° N,75.3818° E,125052
3885,KHACHERA,KHRA,27.5302° N,75.6486° E,332715
3886,KHACHROD,KUH,23.4216° N,75.2798° E,456224
3887,KHADA,KZA,27.1797° N,83.8751° E,831007
3888,KHADAPA,KDPA,14.4673° N,78.8242° E,764055
3889,KHADARPET,KDT,11.1068° N,77.3403° E,0
3890,KHADAVLI,KDV,19.3566° N,73.2188° E,421605
3891,KHADKI,KK,18.5626° N,73.8524° E,411020
3892,KHADUR SAHIB,KDSB,31.4236° N,75.0991° E,143118
3893,KHAERTABAD,KB,17.4106° N,78.4652° E,500004
3894,KHAGA,KGA,25.7721° N,81.1035° E,212655
3895,KHAGARIA JN,KGG,,,851204
3896,KHAGRAGHAT ROAD,KGLE,24.1064° N,88.2260° E,742187
3897,KHAI PHEMEKI,KIQ,30.9019° N,74.5539° E,152003
3898,KHAIGAON,KHA,22.0229° N,76.4939° E,450991
3899,KHAIR RANJI,KRRI,22.4140° N,80.0591° E,480994
3900,KHAIRAH,KYH,30.8181° N,76.0987° E,841414
3901,KHAIRAHI,KHRY,24.7965° N,82.9905° E,231216
3902,KHAIRAR JN,KID,,,210001
3903,KHAIRATABAD,KQD,17.4106° N,78.4652° E,500004
3904,KHAIRATIYA BH R,KYBR,,,0
3905,KHAIRTHAL,KRH,27.8012° N,76.6442° E,301404
3906,KHAJAULI,KJI,26.4853° N,86.1604° E,847228
3907,KHAJJIDONI,KJDI,16.1757° N,75.4520° E,587204
3908,KHAJRAHA,KHJ,24.8318° N,79.9199° E,284120
3909,KHAJURAHO,KURJ,24.8318° N,79.9199° E,471606
3910,KHAJURHAT,KJA,26.5267° N,82.1275° E,224207
3911,KHAJURI,KAW,28.7100° N,77.2604° E,221311
3912,KHAJWANA,KJW,26.9141° N,73.8390° E,341028
3913,KHAKHARIA,KKK,22.5369° N,73.4066° E,365450
3914,KHAKHI JALIYA,KAK,21.7964° N,70.2766° E,360470
3915,KHAKHRALA ROAD,KKR,,,363641
3916,KHAKHRECHI BG,KHXB,,,363630
3917,KHALAIGRAM,KLGR,26.5549° N,89.0538° E,735210
3918,KHALARI,KLRE,23.6470° N,84.9922° E,829205
3919,KHALILABAD,KLD,26.7658° N,83.0834° E,272175
3920,KHALILPUR,KIP,28.2930° N,76.6973° E,122502
3921,KHALIPALI,KHPL,21.3638° N,83.6169° E,767021
3922,KHALISPUR,KSF,25.3404° N,83.0455° E,221206
3923,KHALLIKOT,KIT,19.6073° N,85.0766° E,761029
3924,KHALTIPUR,KTJ,24.8756° N,88.0223° E,732201
3925,KHAMANON,KMNN,30.8152° N,76.3464° E,141801
3926,KHAMARGACHHI,KMAE,23.0620° N,88.4331° E,712147
3927,KHAMBHALIYA,KMBL,22.2053° N,69.6588° E,361305
3928,KHAMBHAT,CBY,22.3181° N,72.6190° E,388620
3929,KHAMBHEL,KVH,23.6084° N,72.0421° E,384230
3930,KHAMGAON,KMN,20.7091° N,76.5666° E,0
3931,KHAMIL GHAT,KBK,,,0
3932,KHAMKHED,KMKD,21.0789° N,76.5228° E,443101
3933,KHAMMAM,KMT,17.2473° N,80.1514° E,507001
3934,KHAN BHANKRI,KBV,26.9265° N,76.3927° E,303303
3935,KHANA JN,KAN,23.3215° N,87.7690° E,713141
3936,KHANALAMPURA GY,KJGY,,,247001
3937,KHANALAMPURA WT,KWT,,,0
3938,KHANAPUR,KNP,15.6407° N,74.5170° E,591302
3939,KHANDALA,KAD,18.7583° N,73.3757° E,410301
3940,KHANDBAARA,KBH,27.2074° N,77.9915° E,425416
3941,KHANDEL,KNDL,26.9537° N,75.2742° E,450001
3942,KHANDERI,KHDI,18.7038° N,72.8135° E,360006
3943,KHANDIA,KHDA,22.8852° N,75.6819° E,244921
3944,KHANDIKAR,KYO,26.4655° N,91.6461° E,781354
3945,KHANDIP,KNDP,26.6388° N,76.9211° E,322205
3946,KHANDRAWALI,KZI,29.3888° N,77.2793° E,247775
3947,KHANDWA,KNW,21.8223° N,76.3524° E,450001
3948,KHANJA HALT,KHJA,,,223101
3949,KHANNA,KNN,30.7071° N,76.2170° E,141401
3950,KHANNA BANJARI,KHBJ,23.8903° N,80.8239° E,483770
3951,KHANPUR AHIR,KNAR,27.9053° N,76.5922° E,301403
3952,KHANTAPARA,KHF,21.3966° N,86.8234° E,756053
3953,KHANUDIH,KNF,23.7965° N,86.1777° E,828306
3954,KHANYAN,KHN,23.0489° N,88.3215° E,712157
3955,KHAPRI KHEDA,KPKD,21.2639° N,79.1095° E,441111
3956,KHAPTI,KRI,28.6091° N,77.2333° E,0
3957,KHAR,KHAR,19.0700° N,72.8338° E,400051
3958,KHARA P H,KRXA,,,481226
3959,KHARAGHODA,KOD,23.1866° N,71.7289° E,382760
3960,KHARAGPUR JN,KGP,22.3408° N,87.3259° E,721301
3961,KHARAGPUR WKSHP,KGPW,,,721301
3962,KHARAHAT,KRHT,27.0705° N,94.7498° E,785662
3963,KHARAK,KHRK,28.8280° N,76.3087° E,127114
3964,KHARAR,KARR,30.7499° N,76.6411° E,140307
3965,KHARAWAR,KRZ,28.8319° N,76.6846° E,249401
3966,KHARBAV,KHBV,19.2983° N,72.9844° E,421302
3967,KHARDAHA,KDH,22.7003° N,88.3753° E,700118
3968,KHARDI,KE,19.5877° N,73.3848° E,421601
3969,KHARESHWAR ROAD,KHRS,,,0
3970,KHARGAPUR,KHGP,24.8216° N,79.1379° E,721301
3971,KHARI AMRAPUR,KIA,23.3911° N,72.9128° E,0
3972,KHARI JHALU,KJLU,,,246728
3973,KHARIA KHANGARH,KXG,26.6071° N,73.6757° E,342603
3974,KHARIAR ROAD,KRAR,20.8968° N,82.5105° E,766104
3975,KHARIK,KHQ,25.3675° N,87.0022° E,853204
3976,KHARIKATIA,KQY,26.6206° N,94.2615° E,785704
3977,KHARIO P.H.,KARO,,,828114
3978,KHARKHARI,KHRI,23.7795° N,86.2419° E,828305
3979,KHARKHAUDA,KXK,28.8383° N,77.7398° E,0
3980,KHARPOKHRA,KPB,27.1426° N,84.1532° E,845101
3981,KHARSALIYA,KRSA,22.7030° N,73.5543° E,389310
3982,KHARSIA,KHS,21.9906° N,83.1033° E,496661
3983,KHARWA,KRW,26.1957° N,74.4379° E,581326
3984,KHARWA CHANDA,KRCD,24.4178° N,73.7942° E,313015
3985,KHASA,KSA,31.6177° N,74.7191° E,143107
3986,KHAT,KHAT,21.2405° N,79.5477° E,441102
3987,KHAT LABANA,KTLN,30.0369° N,73.8728° E,335038
3988,KHATAULI,KAT,29.2773° N,77.7338° E,251201
3989,KHATGAON,KHTG,18.2762° N,74.8916° E,425416
3990,KHATIMA,KHMA,28.9209° N,79.9696° E,262308
3991,KHATIPURA,KWP,26.9280° N,75.7480° E,303012
3992,KHATKAR KALAN J,KHHJ,,,144512
3993,KHATU,KHTU,27.3670° N,75.4054° E,341301
3994,KHED,KHED,17.7197° N,73.3988° E,415621
3995,KHED BRAHMA,KDBM,24.0291° N,73.0435° E,383255
3996,KHED TEMPLE HLT,KHTX,,,344032
3997,KHEDULI,KQW,26.7281° N,73.9889° E,341511
3998,KHEKRA,KEX,28.8645° N,77.2806° E,250101
3999,KHEM KARAN,KEMK,31.1466° N,74.5610° E,143419
4000,KHEMLI,KLH,24.6767° N,73.8483° E,313201
4001,KHERA KALAN,KHKN,28.7722° N,77.1186° E,110082
4002,KHERALU,KRU,23.8853° N,72.6190° E,384325
4003,KHERI SALWA,KSW,26.4400° N,73.3570° E,342606
4004,KHERLI,KL,27.2065° N,77.0338° E,321606
4005,KHERODA,KHW,24.5830° N,74.0594° E,313602
4006,KHEROL,KOY,10.8505° N,76.2711° E,383215
4007,KHERVADI,KW,19.0587° N,72.8444° E,422201
4008,KHERWA KOCHA,KWKC,,,835103
4009,KHETA SARAI,KS,25.9689° N,82.6861° E,222139
4010,KHETIA,KSHT,21.6709° N,74.5859° E,713104
4011,KHHERA SANDHAN,KHSN,,,283101
4012,KHIJADIYA JN,KJV,,,365435
4013,KHILERIYAN,KLYN,28.2567° N,74.5225° E,331403
4014,KHIMEL,KZQ,25.3119° N,73.2751° E,306116
4015,KHINANIYAN,KNNA,29.3461° N,74.7175° E,0
4016,KHIRAI,KHAI,22.3749° N,87.6970° E,411020
4017,KHIRIA KHURD,KIE,27.9965° N,79.8731° E,242001
4018,KHIRKIYA,KKN,22.1735° N,76.8663° E,461441
4019,KHIRSADOH JN,KUX,,,480441
4020,KHODIYAR,KHD,23.1469° N,72.5388° E,382421
4021,KHODIYAR,KHDB,23.1469° N,72.5388° E,382421
4022,KHODRI,KOI,22.6877° N,81.9416° E,495117
4023,KHODSEONI P H,KSIH,,,441807
4024,KHOIRABARI,KBY,26.6025° N,91.8172° E,784522
4025,KHOJEEPURA,KJP,,,243202
4026,KHOJEWALA,KWJ,31.3555° N,75.4738° E,144021
4027,KHONGSARA,KGS,22.5522° N,81.9337° E,495116
4028,KHONKER,KCR,25.3128° N,77.5800° E,473774
4029,KHOPOLI,KHPI,18.7910° N,73.3395° E,410203
4030,KHORANA,KHC,22.4297° N,70.8432° E,360003
4031,KHORASON ROAD,KRND,26.0890° N,82.8656° E,276304
4032,KHORI,KORI,23.2762° N,77.2261° E,123101
4033,KHOTKHOTI,KHKT,25.9527° N,93.7546° E,782480
4034,KHUBAGAON,KBGN,,,0
4035,KHUDAGANJ,KDJ,27.1824° N,79.6755° E,801303
4036,KHUDDA KORALA,KZX,,,144204
4037,KHUDIRAM B PUSA,KRBP,25.9090° N,85.6717° E,848131
4038,KHUDLAPUR,KHDP,27.0901° N,79.7652° E,209733
4039,KHUI KHERA,KUKA,30.3028° N,74.0954° E,152121
4040,KHULNA,KLNB,22.3491° N,88.9070° E,743446
4041,KHUMGAON BURTI,KJL,20.8696° N,76.3961° E,443404
4042,KHUMTAI,KUTI,26.6098° N,93.8369° E,785619
4043,KHUNDAUR,KDF,26.0381° N,82.0230° E,230401
4044,KHUNKHUNA,KKNA,27.3050° N,74.4863° E,341318
4045,KHUNVAD,KHND,22.1299° N,73.6124° E,0
4046,KHURAHAT,KRT,25.9859° N,83.4724° E,276403
4047,KHURAI,KYE,24.0435° N,78.3304° E,470117
4048,KHURDA ROAD JN,KUR,20.1540° N,85.7087° E,752050
4049,KHURDPUR,KUPR,31.4359° N,75.7241° E,144103
4050,KHURHAND,KHU,25.3768° N,80.4541° E,210120
4051,KHURIAL,KWE,25.4315° N,87.9837° E,855113
4052,KHURJA CITY,KJY,28.2490° N,77.8549° E,203132
4053,KHURJA JN,KRJ,28.2075° N,77.8184° E,203132
4054,KHURRAMPUR,KRMP,31.0491° N,75.4549° E,801301
4055,KHUSHAL NAGAR,KSNR,12.4555° N,75.9570° E,273151
4056,KHUSROPUR,KOO,25.4811° N,85.3885° E,803202
4057,KHUSTA BUZURG,KSBG,,,444806
4058,KHUTAHA,KTHA,24.7877° N,80.8627° E,485666
4059,KHUTAUNA,KHTN,26.5012° N,86.3976° E,847227
4060,KHUTBAV,KTT,18.5095° N,74.3203° E,412214
4061,KHUTWANSA,KTZ,,,0
4062,KICHHA,KHH,28.9087° N,79.5098° E,263148
4063,KIDIYANAGA,KYG,23.4784° N,70.7756° E,143531
4064,KIKAKUI ROAD,KKRD,,,394650
4065,KILA KADAIYAM,KKY,,,627415
4066,KILA RAIPUR,QRP,30.7624° N,75.8229° E,141201
4067,KILA ZAFARGARH,KZH,29.0860° N,76.4296° E,126101
4068,KILANWALI PUNJB,KLWL,30.1460° N,74.1167° E,152128
4069,KILIKOLLUR,KLQ,8.9153° N,76.6326° E,691004
4070,KILLE,KII,18.4176° N,73.1763° E,608102
4071,KIM,KIM,21.4006° N,72.9269° E,394111
4072,KINANA,KIU,29.2398° N,76.3378° E,126102
4073,KINATTUKKADAVU,CNV,10.8172° N,77.0186° E,642109
4074,KINKHED,KQV,20.6318° N,77.3985° E,444107
4075,KINWAT,KNVT,19.6246° N,78.1963° E,431804
4076,KIRAKAT,KCT,25.6384° N,82.9161° E,222142
4077,KIRANDUL,KRDL,18.6334° N,81.2559° E,494556
4078,KIRAOLI,KLB,27.1367° N,77.7853° E,283122
4079,KIRATGARH,KRTH,22.5382° N,77.7726° E,461111
4080,KIRATPUR,KAPU,31.1850° N,76.5691° E,205119
4081,KIRATPUR SAHIB,KART,31.1850° N,76.5691° E,140115
4082,KIRIBURU,KRBU,22.1082° N,85.2904° E,833222
4083,KIRIHRAPUR,KER,26.0450° N,83.7438° E,221716
4084,KIRLOSKARVADI,KOV,17.0854° N,74.4218° E,416308
4085,KIRMITI MENDHA,KMMD,20.5983° N,79.7862° E,441206
4086,KIRNAHAR,KNHR,23.7644° N,87.8766° E,731302
4087,KIRODA,KRC,26.9990° N,74.3139° E,341503
4088,KIRODIMALNAGAR,KDTR,21.9270° N,83.3328° E,496005
4089,KIRTINAGAR,KRTN,28.6494° N,77.1437° E,110015
4090,KIRTYANAND NGR,KTNR,25.8215° N,87.3947° E,854304
4091,KISHAN MANPURA,KMNP,,,303602
4092,KISHANGANJ,KNE,26.0870° N,87.9389° E,0
4093,KISHANGARH,KSG,26.5866° N,74.8542° E,305802
4094,KISHANPUR,KSP,31.3398° N,75.5916° E,848301
4095,KISHENGARH BLWS,KGBS,,,123412
4096,KISONI,KONY,23.2913° N,76.3912° E,465110
4097,KISTAMSETIPALLI,KSTE,,,509001
4098,KITA,KITA,23.3580° N,85.7641° E,835102
4099,KITHAM,KXM,27.2507° N,77.8060° E,283101
4100,KIUL JN,KIUL,,,811311
4101,KIVARLI,KWI,24.5407° N,72.8368° E,307026
4102,KIZHA AMBUR,KIB,8.7601° N,77.3999° E,627418
4103,KIZHA PULIYUR,KYZ,8.9534° N,77.3230° E,627814
4104,KIZHVELUR,KVL,10.7701° N,79.7442° E,611104
4105,KOCHUVELI,KCVL,8.5097° N,76.8972° E,695021
4106,KODAGANUR,KAG,14.3352° N,76.0385° E,577534
4107,KODAIKANAL ROAD,KQN,10.1788° N,77.9104° E,624206
4108,KODAMBAKAM,MKK,13.0521° N,80.2255° E,600024
4109,KODAVALURU,KJJ,14.5658° N,80.0039° E,524366
4110,KODERMA JN,KQR,24.4349° N,85.5292° E,825409
4111,KODI,KODI,13.4588° N,74.6957° E,431207
4112,KODIGEHALLI,KDGH,13.0697° N,77.5788° E,560097
4113,KODIKKALPALAIYM,KOM,10.7754° N,79.6418° E,610001
4114,KODIMBALA,KDBA,12.7206° N,75.4775° E,574230
4115,KODINAR,KODR,20.8009° N,70.6960° E,362720
4116,KODIYAR MANDIR,KDMR,,,364060
4117,KODUMMUNDA,KODN,10.8203° N,76.1523° E,679303
4118,KODUMUDI,KMD,11.0788° N,77.8867° E,638151
4119,KODURU,KOU,13.9569° N,79.3506° E,516101
4120,KOELWAR,KWR,25.5793° N,84.7916° E,802160
4121,KOHAND,KFU,29.4919° N,76.9629° E,132114
4122,KOHAR SINGHWALA,KRSW,30.7642° N,74.4423° E,152002
4123,KOHDAD,KDK,,,450001
4124,KOHIR DECCAN,KOHR,17.6094° N,77.7125° E,502210
4125,KOHLI,KOHL,,,441502
4126,KOILAKUNTLA,KLKA,15.2304° N,78.3174° E,518134
4127,KOIRIPUR,KEPR,26.0297° N,82.3418° E,222301
4128,KOKA,KOKA,21.2014° N,79.7896° E,441905
4129,KOKALDA,KXD,21.0355° N,77.3353° E,574198
4130,KOKPARA,KKPR,22.4514° N,86.5893° E,832302
4131,KOKRAJHAR,KOJ,26.4014° N,90.2667° E,783370
4132,KOLAD,KOL,18.4077° N,73.2102° E,402304
4133,KOLAGHAT,QGT,22.4352° N,87.8607° E,721134
4134,KOLAKALUR,KLX,16.3036° N,80.6174° E,416001
4135,KOLANALLI,CNY,,,638154
4136,KOLANUKONDA,KAQ,16.4519° N,80.6091° E,522502
4137,KOLAR,KQZ,13.1362° N,78.1291° E,563101
4138,KOLARAS,KLRS,25.2243° N,77.6107° E,473774
4139,KOLATUR,KLS,13.1240° N,80.2121° E,631207
4140,KOLAYAT,KLYT,27.8357° N,72.9520° E,334302
4141,KOLDA,KFF,21.0731° N,82.6132° E,425417
4142,KOLKATA,CP,22.5726° N,88.3639° E,0
4143,KOLKATA,KOAA,22.5726° N,88.3639° E,0
4144,KOLLAM JN,QLN,8.9969° N,76.8721° E,691001
4145,KOLLENGODE,KLGD,10.6139° N,76.6908° E,678504
4146,KOLLIDAM,CLN,11.3307° N,79.7204° E,609102
4147,KOLLIKHUTAHA,KKTA,25.1918° N,86.9882° E,812005
4148,KOLNUR,KOLR,18.5468° N,77.4157° E,505162
4149,KOLVAGRAM,KVGM,26.9607° N,76.4766° E,303325
4150,KOMAKHAN,KMK,20.9676° N,82.4685° E,493449
4151,KOMALI,KMQA,16.0187° N,80.5737° E,515411
4152,KOMARPUR,KMPR,23.7206° N,87.9972° E,813101
4153,KOMATIPALLI,KMX,18.6021° N,83.3956° E,535580
4154,KONCH,KNH,26.0048° N,79.1605° E,285205
4155,KONDAGUNTA,KQA,14.0827° N,79.7940° E,524101
4156,KONDAPALLI,KI,16.6209° N,80.5413° E,521228
4157,KONDAPURAM,KDP,14.7757° N,78.1949° E,516444
4158,KONDIKOPPA,KNKP,15.4464° N,75.4785° E,582201
4159,KONDRAPOLE HALT,KDRL,16.7853° N,79.6011° E,508355
4160,KONNAGAR,KOG,22.6997° N,88.3183° E,712235
