Train Number,Train Name
96002,KHPI KJT LOCAL
96004,KHPI KJT LOCAL
96006,KHPI KJT LOCAL
96008,KHPI KJT LOCAL
96010,KHPI KJT LOCAL
96012,KHPI KJT LOCAL
96014,KHPI KJT LOCAL
96018,KHPI KJT LOCAL
38602,KIG HWH LOCAL
11018,KIK LTT EXPRESS
56513,KIK SBC FAST PASS
76815,KIK TJ DEMU
56711,KIK TPJ DMU
76813,KIK VLKN DMU
15707,KIR ASR EXPRESS
55223,SPJ DBG PASS
15712,KIR HWH EXPRESS
55704,KIR MLFC PASS
55702,KIR MLDT PASS
55708,KIR RDP PASS
55727,KIR RDP PASS
55729,KIR RDP PASS
28182,KIR TATA LNK EXP
14520,KISAN EXPRESS
14519,KISAN EXPRESS
53627,KIUL GAYA PASS
53629,KIUL GAYA PASS
73428,KIUL JMP PASS
53480,KIUL JMP PASS
73422,KIUL JMP PASS
53424,KIUL JMP PASS
73426,KIUL JMP PASS
63572,MKA JSME MEMU
63574,KIUL JSME MEMU
63205,KIUL PNBE MEMU
66534,BYPL KPN MEMU
95102,KJT CSTM FAST
95104,KJT CSTM FAST
95106,KJT CSTM FAST
95108,KJT CSTM FAST
95110,KJT CSTM FAST
95112,KJT CSTM FAST
95114,KJT CSTM FAST
95116,KJT CSTM FAST
95118,KJT CSTM FAST
95120,KJT CSTM FAST
95122,KJT CSTM FAST
95124,KJT CSTM FAST
95126,KJT CSTM FAST
95128,KJT CSTM FAST
95130,KJT CSTM FAST
95132,KJT CSTM FAST
95134,KJT CSTM FAST
95136,KJT CSTM FAST
95138,KJT CSTM FAST
95140,KJT CSTM FAST
96102,KJT CSTM LOCAL
96104,KJT CSTM LOCAL
96106,KJT CSTM LOCAL
96110,KJT TNA LOCAL
96001,KJT KHPI LOCAL
96005,KJT KHPI LOCAL
96007,KJT KHPI LOCAL
96009,KJT KHPI LOCAL
96011,KJT KHPI LOCAL
96013,KJT KHPI LOCAL
96015,KJT KHPI LOCAL
51317,KJT PUNE PASS
96108,KJT TNA LOCAL
52955,AE JND PASS M G
74014,KKDE DLI DMU
64452,KKDE DLI MEMU
64454,KKDE DLI MEMU
54047,KKDE JIND FAST PASS
54037,KKDE JIND PASS
54039,KKDE JIND PASS
54041,KKDE JIND PASS
64462,KKDE NZM MEMU
74993,KKDE UMB DEMU
64545,KKDE UMB MEMU
64547,KKDE UMB MEMU
64483,KKDE UMB MEMU
76830,KKDI TPJ DMU
76840,KKDI TPJ MEMU
76837,KKDI VPT MEMU
74981,KKP FKA DMU
74983,KKP FKA DMU
14887,KLK BME EXPRESS
54304,KLK DLI PASS
52457,KLK SML PASS
22456,KLK SNSI SF EXP
14503,KLK SVDK EXPRESS
34056,KLYM BGB LOCAL
30128,KLYM NACC LOCAL
31192,KLYM NH LOCAL
31312,KLYM SDAH LOCAL
31314,KLYM SDAH LOCAL
31316,KLYM SDAH LOCAL
31318,KLYM SDAH LOCAL
31322,KLYM SDAH LOCAL
31324,KLYM SDAH LOCAL
31326,KLYM SDAH LOCAL
31328,KLYM SDAH LOCAL
31330,KLYM SDAH LOCAL
31332,KLYM SDAH LOCAL
31334,KLYM SDAH LOCAL
31336,KLYM SDAH LOCAL
31320,KLYM SDAH LOCAL
71102,KMN JM RAIL BUS
71108,KMN JM RAIL BUS
71112,KMN JM RAIL BUS
71116,KMN JM RAIL BUS
68074,KNF BJE MEMU
31726,KNJ RHA LOCAL
31722,KNJ RHA LOCAL
31724,KNJ RHA LOCAL
31802,KNJ SDAH LADIES SPL
31838,KNJ SDAH LOCAL
31812,KNJ SDAH LOCAL
31816,KNJ SDAH LOCAL
31820,KNJ SDAH LOCAL
31822,KNJ SDAH LOCAL
31824,KNJ SDAH LOCAL
31828,KNJ SDAH LOCAL
31830,KNJ SDAH LOCAL
31832,KNJ SDAH LOCAL
31834,KNJ SDAH LOCAL
31836,KNJ SDAH LOCAL
31814,KNJ SDAH LOCAL
31818,KNJ SDAH LOCAL
31826,KNJ SDAH LOCAL
31584,KNJ STB LOCAL
31586,KNJ STB LOCAL
59205,KNLS PBR PASS
51683,KNW BIR PASS
51685,KNW BIR PASS
51687,KNW BIR PASS
52964,SWD MHOW PASS M G
19414,KOAA ADI EXPRESS
12319,KOAA AGC EXPRESS
13167,KOAA AGC EXPRESS
13137,KOAA AMH EXPRESS
13131,KOAA  PNBE  EXP
13161,TEBHAGA  EXP
30612,KOAA BRP LOCAL
15233,KOAA DBG EXP
12525,KOAA DBRG EXP
15049,KOAA  GKP  EXP
15051,KOAA GKP EXP
12363,KOAA HDB SUPF EX
53139,KOAA JSME PGS
13135,KOAA JYG EXP
13117,KOAA LGL EXPRESS
53179,KOAA LGL PASS
12325,KOAA NLDM EXP
13165,KOAA SMI EXPRESS
19262,KOCHUVELI EXP
16315,KOCHUVELI EXP
12777,KOCHUVELI EXP
12257,KOCHUVELI GR
12360,KOL GARIB RATH
12518,KOL GARIB RATH
76506,KQZ BNC DEMU
76502,KQZ BWT DEMU
11049,KOLHAPUR EXPRESS
13152,KOLKATA EXP
19413,KOLKATA EXPRESS
13159,KOLKATA JBN EXP
12322,KOLKATA MAIL
12301,KOLKATA RAJDHNI
12305,KOLKATA RJDHNI
12302,KOLKATA RJDHNI
12306,KOLKATA  RJDHNI
66304,QLN CAPE MEMU
66308,QLN ERS MEMU
11019,KONARK EXPRESS
11020,KONARK EXPRESS
51870,KNH AIT PASS
51862,KNH AIT PASS
51864,KNH AIT PASS
51866,KNH AIT PASS
51868,KNH AIT PASS
17211,KONDAVEEDU EXP
17212,KONDAVEEDU EXP
12648,KONGU EXPRESS
12647,KONGU EXPRESS
10111,KONKAN KANYA EX
10112,KONKAN KANYA EXP
11304,KOP MUGR EXPRESS
11404,KOP NAGPUR EXP
18006,KORAPUT HWH EXP
22648,KORBA EXPRESS
51611,KOTA BINA PASS
59832,KOTA BRC PASS
59813,KOTA JAB PASS
59801,JP FL PASS
12060,KOTA JANSHTBDI
59838,KOTA JLWC PASS
59840,KOTA JLWC PASS
05614,KOTA JLWC SPL
59833,KOTA MDS PASS
13238,KOTA PNBE EXP
13240,KOTA PNBE EXP
22981,KOTA SGNR SF EXP
19803,KOTA SVDK EXP
19805,KOTA UHP EXPRESS
12676,KOVAI EXP
12675,KOVAI EXPRESS
11030,KOYNA EXPRESS
11029,KOYNA EXPRESS
56008,KPD AJJ PASS
66019,AJJ SA MEMU
57404,KPD TPTY PASS
57402,KPD TPTY PASS
57406,KPD TPTY PASS
56881,KPD VM PASS
56883,KPD VM PASS
77272,KPLH CCT DMU
66527,KPN BWT MEMU
66529,KPN SBC MEMU
55316,KPV LKU PASS
55318,KPV LKU PASS
55320,KPV LKU PASS
55312,KPV MB PASS
55313,KPV RMR PASS
63550,KQR DHN MEMU
53366,KQR KWAR PASS
53370,KQR KWAR PASS
76504,KQZ BWT DEMU
76552,KQZ CBP SBC DMU
08281,R BSP SPL
22647,KRBA TVC EXPRES
18517,KRBA VSKP EXP
58502,KRDL  VSKP  PASS
17406,KRISHNA EXP
17405,KRISHNA EXPRESS
18615,KRIYA YOGA EXP
18616,KRIYA YOGA EXP
24512,KRJ ALD LINK EXP
54401,KRJ MTC PASS
54403,KRJ MTC PASS
54405,KRJ MTC PASS
64111,KRJ SSB EMU
64113,KRJ SSB EMU
22116,KRMI LTT AC EXP
77260,KRMR NZB DMU
77255,KRMR SRUR DMU
12762,KRMR TPTY   EXP
57436,KRNT KCG PASS
77696,KRNT NDL DEMU
18108,JDB ROU EXPRESS
58302,KRPU SBP PASS
18511,KRPU VSKP INT EXP
58537,KRPU  VSKP PASS
56106,KRR SA PASS
56108,KRR SA PASS
76836,KRR TPJ DMU
76834,SA TPJ DMU
55333,KSJ AGRA PASS
55337,KSJ AH PASS
55343,KSJ BC PASS
55341,KSJ BTE PASS
15038,KSJ CNB  EXP
15042,KSJ FBD EXP
55332,KSJ FBD PASS
55326,KSJ LJN PASS
55339,KSJ MTJ PASS
55330,KSJ SKB PASS
55345,KSJ BC PASS
95402,KSRA CSTM FAST
95406,KSRA CSTM FAST
95408,KSRA CSTM SEMI FAST
95410,KSRA CSTM FAST
95412,KSRA CSTM FAST
95418,KSRA CSTM FAST
95420,KSRA CSTM FAST
95422,KSRA CSTM FAST
95424,KSRA CSTM FAST
95426,KSRA CSTM FAST
95428,KSRA CSTM FAST
96402,KSRA CSTM LOCAL
96404,KSRA CSTM LOCAL
95414,KSRA CSTM SEMI FAST
95416,KSRA CSTM FAST
64959,KSV AGC MEMU
64901,KSV GZB EMU
64073,KSV NDLS EMU
51604,KTE-BINA PASSENGER
51602,KTE BINA PASS
51188,KTE BSL PASS
68748,KTE BSP MEMU
51605,KTE CHRM PASS
51679,KTE CPU PASS
51675,KTE CPU PASS
51672,STA ET PASS
12650,KTK SMPRK K EXP
59102,KTNA BRC PASS
59104,KTNA BRC PASS
54092,KTW NBD PASS
54386,KTW NBD PASS
54388,KTW NBD PASS
54390,KTW NBD PASS
56530,KTY HRR PASS
56390,KTYM  ERS PASS
56305,KTYM QLN PASS
56393,KTYM QLN PASS
12369,KUMBHA EXPRESS
58006,KUR KGP FAST PASS
58409,KUR PURI PASS
58429,KUR NYGT PASS
58427,PSA GNPR FAST PASS
21107,KURJ BSB LINK EX
51801,MKP CNB PASS
51822,KURJ  JHS PASS
22447,KURJ NZM EXP
19665,KURJ UDZ EXP
11016,KUSHINAGAR EXP
11015,KUSHINAGAR EXP
73031,KWAE AZ DEMU
53435,KWAE AZ PASS
53005,KWAE AZ PASS
53009,KWAE AZ PASS
53011,KWAE AZ PASS
53013,KWAE AZ PASS
53015,KWAE AZ PASS
53017,KWAE AZ PASS
53019,KWAE AZ PASS
37742,KWAE BDC LOCAL
37744,KWAE BDC LOCAL
37746,KWAE BDC LOCAL
37748,KWAE BDC LOCAL
37750,KWAE BDC LOCAL
37752,KWAE BDC LOCAL
37756,KWAE BDC LOCAL
37754,KWAE BDC LOCAL
37758,KWAE BDC LOCAL
37912,KWAE HWH LOCAL
37914,KWAE HWH LOCAL
37916,KWAE HWH LOCAL
37918,KWAE HWH LOCAL
37920,KWAE HWH LOCAL
37922,KWAE HWH LOCAL
37924,KWAE HWH LOCAL
37926,KWAE HWH LOCAL
37928,KWAE HWH LOCAL
73035,KWAE NILE DEMU
31112,KWAE SDAH LOCAL
34981,KWDP LKPR LOCAL
56378,KYJ ALLP PASS
56380,KYJ ERS PASS
56382,KYJ ERS PASS
56388,KYJ ERS PASS
96501,KYN ASO LOCAL
97136,KYN DR LOCAL
97106,KYN CSTM LOCAL
95710,KYN CSTM FAST
95704,KYN CSTM FAST
95714,KYN CSTM FAST
95724,KYN CSTM FAST
95726,KYN CSTM FAST
95730,KYN DR FAST
95732,KYN CSTM FAST
95736,KYN CSTM FAST
97032,KYN CSTM LOCAL
97002,KYN CSTM LOCAL
97004,KYN CSTM LOCAL
97006,KYN CSTM LOCAL
97008,KYN CSTM LOCAL
97010,KYN DR LOCAL
97012,KYN DR LOCAL
97014,KYN CSTM LOCAL
97018,KYN CSTM LOCAL
97020,KYN CSTM LOCAL
97022,KYN CSTM LADIES SPL
97024,KYN CSTM LOCAL
97026,KYN CSTM LOCAL
97028,KYN CSTM LOCAL
97030,KYN CSTM LOCAL
97034,KYN CSTM LOCAL
97038,KYN CLA LOCAL
97040,KYN DR LOCAL
97042,KYN CSTM LOCAL
97044,KYN TNA LOCAL
97046,KYN DR LOCAL
97048,KYN TNA LOCAL
97050,KYN DR LOCAL
97052,KYN CSTM LOCAL
97054,KYN DR LOCAL
97058,KYN CSTM LOCAL
97060,KYN CSTM LOCAL
97064,KYN CLA LOCAL
97066,KYN CSTM LOCAL
97068,KYN CSTM LOCAL
97070,KYN CSTM LOCAL
97072,KYN DR LOCAL
97074,KYN CSTM LOCAL
97076,KYN CSTM LOCAL
97078,KYN CSTM LOCAL
97080,KYN CSTM LOCAL
97082,KYN CSTM LOCAL
97086,KYN TNA LOCAL
97094,KYN TNA LOCAL
97096,KYN CSTM LOCAL
97098,KYN DR LOCAL
97102,KYN CSTM LOCAL
97104,KYN CSTM LOCAL
97108,KYN TNA LOCAL
97110,KYN CSTM LOCAL
97112,KYN CSTM LOCAL
97114,KYN CLA LOCAL
97116,KYN CSTM LOCAL
97118,KYN TNA LOCAL
97122,KYN DR LOCAL
97124,KYN CSTM LOCAL
97126,KYN CSTM LOCAL
97130,KYN CSTM LOCAL
97132,KYN TNA LOCAL
97134,KYN DR LOCAL
95712,KYN CSTM FAST
95716,KYN CSTM SEMI FAST
95718,KYN CSTM SEMI FAST
95720,KYN CSTM SEMI FAST
95734,KYN DR FAST
95738,KYN CSTM FAST
95708,KYN CSTM SEMI FAST
95706,KYN DR FAST
95722,KYN DR FAST
95728,KYN CSTM SEMI FAST
97016,KYN CSTM LOCAL
97036,KYN CSTM LOCAL
97056,KYN TNA LOCAL
97088,KYN CSTM LOCAL
97092,KYN DR LOCAL
97100,KYN CSTM LOCAL
97128,KYN DR LOCAL
97138,KYN CSTM LOCAL
97140,KYN DR LOCAL
97062,KYN CSTM LOCAL
97084,KYN CSTM LOCAL
97090,KYN CSTM LOCAL
97120,KYN CSTM LOCAL
15621,KYQ ANVT EXPRESS
13248,KYQ CAPITAL EXP
15668,KYQ GIMB EXPRESS
15620,KYQ GYA WKLY EXP
19710,KYQ UDZ KAVIGURU
55601,KYQ LMG PASS
12520,KYQ LTT AC EXP
15644,KYQ PURI EXPRESS
15662,KYQ RNC EXPRESS
12552,KYQ YPR AC EXP
57136,KZJ AJNI PASS
57121,KZJ BPQ PASS
57237,KZJ BZA PASS
67269,KZJ DKJ MEMU
57658,KZJ MUGR PASS
12862,KZJ  VSKP LINK EXP
58652,LAD RNC PASS
58658,LAD  RNC PASS
12608,LALBAGH EXP
12607,LALBAGH EXPRESS
53181,LALGOLA PASS
12865,LALMATI EXPRESS
12866,LALMATI EXPRESS
12161,LASHKAR EXPRESS
12162,LASHKAR EXPRESS
22108,LATUR CSMT EXP
51432,LD MRJ PASS
64551,LDH ASR MEMU
74961,LDH FZR DMU
74963,LDH FZR DMU
54051,LDH FZR PASS
54571,LDH FZR PASS
54645,LDH FZR PASS
54634,LDH BNW PASS
54636,LDH HSR PASS
54604,LDH HSR PASS
54606,LDH HSR PASS
54054,LDH JHL PASS
74647,LDH JUC DMU
74965,LDH LNK DMU
74967,LDH LNK DMU
74969,LDH LNK DMU
54575,LDH LNK PASS
64522,LDH UMB MEMU
64524,LDH UMB MEMU
12467,LEELAN EXP
12468,LEELAN EXP
54702,LGH ABS PASS
14704,LGH JSM EXP
13118,LGL KOAA EXPRESS
53180,LGL KOAA PASS
63134,LGL RHA MEMU
63104,LGL SDAH MEMU
53172,LGL SDAH PASS
53176,LGL SDAH PASS
53178,LGL SDAH PASS
53182,LGL SDAH PASS
53184,LGL SDAH PASS
14005,LICHCHAVI EXP
14006,LICHCHAVI EXP
12861,LINK DAKSIN EXP
14114,LINK EXPRESS
12179,LJN AF INTERCITY
64272,LJN BBK MEMU
64274,LJN BBK MEMU
19022,LJN BDTS EXP
15204,LJN BJU EXP
12593,LJN BPL G RATH
15011,LJN CDG EXPRESS
64251,LJN CNB MEMU
15054,LJN CPR EXP
12584,LJN DOUBLE DKR
12594,LJN GARIB RATH
12536,LJN GARIBRATH
55050,LJN JEA PASS
55032,DAL JEA PASS
12180,LJN  INTERCITY
12531,LJN INTERCITY
11110,LJN JHS INT EXP
19716,LJN JP EXP
64253,ASH KAP MEMU
64255,LJN KAP MEMU
15043,LJN KGM EXP
55325,LJN KSJ PASS
12108,LJN LTT EXPRESSS
16094,LJN  MAS EXP
15008,LJN  BCY  EXP
11408,LJN PUNE EXP
12104,LJN PUNE EXP
12535,LJN R GARIBRATH
12004,LJN SWRAN SHTBD
12003,LJN SWRAN SHTBD
19402,LKO ADI EXP
64232,LJN BBK MEMU
64234,LJN BBK MEMU
14210,LKO PYG INTRCTY
54331,LKO BLM PASS
14220,LKO BSB EXP
14204,LKO BSB INTRCITY
54334,LKO BSB PASS
54256,LKO BSB PASS
12231,LKO CDG EXPRESS
64201,LKO CNB MEMU
64203,LKO CNB MEMU
64205,LKO CNB MEMU
64207,LKO CNB MEMU
64209,LKO CNB MEMU
64211,LJN CNB MEMU
64213,LKO CNB MEMU
64257,LKO CPA MEMU
54232,LKO FD PASS
54234,LKO FD PASS
51814,LKO JHS PASS
12429,LKO NDLS AC SF
74202,LKO PBH DEMU
54294,LKO PBH PASS
54254,LKO PYG PASS
54201,LKO RBD PASS
64282,LKO SLN MEMU
54282,LKO SLN PASS
54284,LKO SLN PASS
64221,LKO SPN MEMU
54251,LKO SRE PAS
22684,LKO YPR SUP
12540,LKO YPR SUP EXP
30711,LKPR MJT LOCAL
34912,LKPR NMKA LOCAL
34914,LKPR NMKA LOCAL
34916,LKPR NMKA LOCAL
34918,LKPR NMKA LOCAL
34920,LKPR NMKA LOCAL
34922,LKPR NMKA LOCAL
34924,LKPR NMKA LOCAL
34926,LKPR NMKA LOCAL
34928,LKPR NMKA LOCAL
34930,LKPR NMKA LOCAL
34932,LKPR NMKA LOCAL
34934,LKPR NMKA LOCAL
34711,LKPR SDAH LOCAL
34713,LKPR SDAH LOCAL
34715,LKPR SDAH LOCAL
34717,LKPR SDAH LOCAL
34719,LKPR SDAH LOCAL
34721,LKPR SDAH LOCAL
34723,LKPR SDAH LOCAL
34725,LKPR SDAH LOCAL
34727,LKPR SDAH LOCAL
34729,LKPR SDAH LOCAL
34731,LKPR SDAH LOCAL
34733,LKPR SDAH LOCAL
34735,LKPR SDAH LOCAL
34737,LKPR SDAH LOCAL
34739,LKPR SDAH LOCAL
34741,LKPR SDAH LOCAL
34743,LKPR SDAH LOCAL
34745,LKPR SDAH LOCAL
34747,LKPR SDAH LOCAL
34749,LKPR SDAH LOCAL
34751,LKPR SDAH LOCAL
34753,LKPR SDAH LOCAL
34755,LKPR SDAH LOCAL
34757,LKPR SDAH LOCAL
14615,LKU ASR EXP
05310,LKU BC SPL EXP
55348,LKU BC PASS
55352,LKU BC PASS
55350,LKU BC PASS
55336,LKU BC PASS
12354,LKU HWH EXP
55315,LKU KPV PASS
55317,LKU KPV PASS
55319,LKU KPV PASS
76803,LLI TPJ DMU
55602,LMG KYQ PASS
55901,LMG TSK PASS
74966,LNK LDH DMU
74968,LNK LDH DMU
74970,LNK LDH DMU
54576,LNK LDH PASS
99835,LNL PUNE LOCAL
99801,LNL PUNE LOCAL
99803,LNL PUNE LOCAL
99805,LNL PUNE LOCAL
99807,LNL PUNE LOCAL
99809,LNL PUNE LOCAL
99811,LNL PUNE LOCAL
99813,LNL PUNE LOCAL
99815,LNL PUNE LOCAL
99817,LNL PUNE LOCAL
99819,LNL PUNE LOCAL
99821,LNL PUNE LOCAL
99825,LNL PUNE LOCAL
99827,LNL PUNE LOCAL
99829,LNL PUNE LOCAL
99831,LNL PUNE LOCAL
99833,LNL PUNE LOCAL
99823,LNL SVJR LOCAL
15652,LOHIT EXPRESS
15651,LOHIT EXPRESS
15115,LOK NAYAK EXP
15116,LOK NAYAK EXP
22927,LOK SHAKTI EXP
22928,LOK SHAKTI EXP
11044,LOKAMANYA TT EXP
17317,LOKAMANYA TT EXP
11014,LOKMANYA TT EXP
47171,LPI FM LOCAL
47173,LPI FM LOCAL
47213,LPI FM LOCAL
47174,LPI FM LOCAL
47175,LPI FM LOCAL
47176,LPI FM LOCAL
47177,LPI FM LOCAL
47178,LPI FM LOCAL
47212,LPI FM LOCAL
47179,LPI FM LOCAL
47189,LPI FM LOCAL
47180,LPI FM LOCAL
47181,LPI FM LOCAL
47215,LPI FM LOCAL
47182,LPI FM LOCAL
47183,LPI FM LOCAL
47184,LPI FM LOCAL
47185,LPI FM LOCAL
47186,LPI FM LOCAL
47217,LPI FM LOCAL
47187,LPI FM LOCAL
47210,LPI FM LOCAL
47188,LPI FM LOCAL
47190,LPI FM LOCAL
47191,LPI FM LOCAL
47219,LPI FM LOCAL
47192,LPI FM LOCAL
47193,LPI FM LOCAL
47159,LPI FM LOCAL
47194,LPI FM LOCAL
47126,LPI HYB LOCAL
47127,LPI HYB LOCAL
47128,LPI HYB LOCAL
47129,LPI HYB LOCAL
47130,LPI HYB LOCAL
47131,LPI HYB LOCAL
47132,LPI HYB LOCAL
47133,LPI HYB LOCAL
47134,LPI HYB LOCAL
47135,LPI HYB LOCAL
47136,LPI HYB LOCAL
47137,LPI HYB LOCAL
47138,LPI HYB LOCAL
47139,LPI HYB LOCAL
47140,LPI HYB LOCAL
47141,LPI HYB LOCAL
47142,LPI HYB LOCAL
47143,LPI HYB LOCAL
47144,LPI HYB LOCAL
47145,LPI HYB LOCAL
47146,LPI HYB LOCAL
47147,LPI HYB LOCAL
47148,LPI HYB LOCAL
47195,LPI SC LOCAL
77259,NZB KRMR DMU
77257,LPJL PDPL DMU
11201,LTT AJNI EXPRESS
11053,LTT AZAMGARH EXP
12879,LTT BBS SUP EXP
11075,LTT BIDR EXPRESS
12165,LTT MUV EXPRESS
12167,LTT MUV EXPRESS
11073,LTT CHENNAI  EXP
17222,LTT COA EXPRESS
12223,LTT ERS DURONTO
22103,LTT FD SUP EXP
12202,LTT GARIB RATH
11081,LTT GKP EXPRESS
12542,LTT GKP SUP EXP
17318,LTT HUBBALLI EXP
12171,LTT HW AC SUP
15548,LTT JYG JANSADHARAN EXP
11017,LTT KARAIKAL EXP
22113,LTT KCVL EXPRESS
22115,LTT KRMI AC SUP
12519,LTT KYQ AC EXP
12117,LTT MANMAD EXP
11011,LTT NANDED EXP
11205,LTT KRMR EXPRESS
22109,LTT NZM AC EXP
12141,LTT PPTA EXPRESS
12145,LTT PURI EXPRESS
22865,LTT PURI SUP EX
13202,LTT RJPB EXP
18029,LTT SHALIMAR EX
12143,LTT SLN SUP EXP
18520,LTT VSKP EXP
22848,LTT VSKP SUP EXP
16093,LUCKNOW EXP
12229,LUCKNOW MAIL
12230,LUCKNOW MAIL
12107,LUCKNOW SUP EXP
12122,M P SMPRK KRNTI
12121,M P SMPRK KRNTI
77253,MABD BZA DMU
77252,MABD PDPL DMU
10215,MADGAON ERS EXP
22636,MADGAON EXP
10216,MADGAON EXPRESS
56640,MADGAON PASSR
16054,MADRAS EXPRESS
11043,MADURAI EXPRESS
22623,MADURAI EXPRESS
56701,MADURAI PASSR
52146,MAE AMAN SHUTTLE
52148,MAE AMAN SHUTTLE
52150,MAE AMAN SHUTTLE
52152,MAE AMAN SHUTTLE
52154,MAE AMAN SHUTTLE
52156,MAE AMAN SHUTTLE
52158,MAE AMAN SHUTTLE
12401,NANDA DEVI EXP
12402,NANDA DEVI EXP
12397,MAHABODHI EXP
12398,MAHABODHI EXP
12189,MAHAKAUSHAL EXP
12190,MAHAKOSHAL EXP
17411,MAHALAXMI EXP
17412,MAHALAXMI EXP
11094,MAHANAGARI EXP
11093,MAHANAGARI EXP
15484,MAHANANDA EXP
15483,MAHANANDA EXP
11040,MAHARASHTRA EXP
11039,MAHARASHTRA EXP
12945,MAHUVA EXPRESS
16232,MAILADUTURAI EXP
13108,MAITREE EXPRESS
13109,MAITREE EXPRESS
13107,MAITREE EXPRESS
13110,MAITREE EXPRESS
59380,MAKSI  INDB PASS
16629,MALABAR EXP
16630,MALABAR EXPRESS
14662,MALANI EXP
79450,MALB MVI DMU
16023,MALGUDI EXP
16024,MALGUDI EXP
12919,MALWA EXPRESS
12920,MALWA EXPRESS
12461,MANDOR EXPRESS
12462,MANDOR EXPRESS
10104,MANDOVI EXPRESS
10103,MANDOVI EXPRESS
12537,MANDUADIH EXP
12617,MANGALA LDWEEP
16347,MANGALORE EXP
16857,MANGALORE EXP
16855,MANGALORE EXP
12133,MANGALORE EXP
12685,MANGALORE EXP
12601,MANGALORE MAIL
16565,MANGALOREEXP
12118,MANMAD LTT EXP
16180,MANNAI EXP
16179,MANNAI EXP
22907,MAO HAPA SUP EXP
70101,PERN KAWR DMU
70103,PERN KAWR DMU
70105,MAO MAQ DMU
56641,MAO MAQ PASS
50102,MAO RN PASS
50108,MAO SWV PASS
56656,MAQ CAN PASS
56324,MAQ CBE FAST PASS
56654,MAQ CLT PASS
22635,MAQ INTERCITY EX
56643,MAQ KBPR PASS
56645,MAQ KBPR PASS
17605,MAQ KCG EXPRESS
70106,MAQ MAO DMU
56647,MAQ SBHR PASS
22851,MAQ VIVEK EXP
17688,MARATHWADA EXP
17687,MARATHWADA PS EX
12977,MARU SAGAR EXP
12978,MARU SAGAR EXP
14853,MARUDHAR EXPRES
14863,MARUDHAR EXPRES
14865,MARUDHAR EXPRES
14854,MARUDHAR EXPRES
14864,MARUDHAR EXPRES
14866,MARUDHAR EXPRES
19419,MAS ADI EXPRESS
43401,MAS AJJ FAST
66011,MAS AJJ LOCAL
43431,MAS AJJ LOCAL
43403,MAS AJJ LOCAL
43405,MAS AJJ LOCAL
43407,MAS AJJ LOCAL
43409,MAS AJJ LOCAL
43411,MAS AJJ LOCAL
43413,MAS AJJ LOCAL
43415,MAS AJJ LOCAL
66009,MAS AJJ LOCAL
43419,MAS AJJ LOCAL
43421,MAS AJJ LOCAL
43425,MAS AJJ LOCAL
43427,MAS AJJ LOCAL
43429,MAS AJJ FAST
43433,MAS AJJ FAST
43435,MAS AJJ LOCAL
66013,MAS AJJ FAST
56001,MAS AJJ PASS
43001,MAS AVD LOCAL
43003,MAS AVD LOCAL
43005,MAS AVD LOCAL
43007,MAS AVD LOCAL
43011,MAS AVD LOCAL
43013,MAS AVD LOCAL
43015,MAS AVD LOCAL
43017,MAS AVD LOCAL
43019,MAS AVD LOCAL
66003,MAS AVD LOCAL
66005,MAS AVD LOCAL
66007,MAS AVD LOCAL
43029,MAS AVD LOCAL
66001,MAS TRL LOCAL
43031,MAS AVD LOCAL
22626,MAS DOUBLE DECK
12270,MAS DURONTO EXP
22206,MAS DURONTO EXP
42901,MAS ENR LOCAL
12612,MAS GARIB RATH
42001,MAS GPD LOCAL
42003,MAS GPD LOCAL
42005,MAS GPD LOCAL
42007,MAS GPD LOCAL
42009,MAS GPD LOCAL
42011,MAS GPD LOCAL
42013,MAS GPD LOCAL
42015,MAS GPD LOCAL
42017,MAS GPD LOCAL
42019,MAS GPD LOCAL
42021,MAS GPD LOCAL
42023,MAS GPD LOCAL
42025,MAS GPD LOCAL
42027,MAS GPD LOCAL
42029,MAS GPD LOCAL
42031,MAS GPD LOCAL
42033,MAS GPD LOCAL
42035,MAS GPD LOCAL
42037,MAS GPD LOCAL
42039,MAS GPD LOCAL
42041,MAS GPD LOCAL
17313,UBL CHENNAI EXP
43901,MAS KBT LOCAL
43903,MAS KBT LOCAL
22611,MAS NJP EXPRESS
66035,MAS SPE MEMU
16003,MAS NSL EXPRESS
42301,MAS PON LOCAL
43101,MAS PRES LOCAL
43103,MAS PRES LOCAL
43105,MAS PRES LOCAL
43107,MAS PRES LOCAL
43109,MAS PRES LOCAL
43111,MAS PRES LOCAL
43113,MAS PRES LOCAL
43115,MAS PRES LOCAL
43117,MAS PRES LOCAL
43119,MAS PRES LOCAL
43121,MAS PRES LOCAL
43123,MAS PRES LOCAL
43125,MAS PRES LOCAL
43127,MAS PRES LOCAL
22860,MAS PURI EXPRESS
22826,MAS SHM EXP
42401,MAS SPE LOCAL
42403,MAS SPE LOCAL
66025,MAS SPE LOCAL
42407,MAS SPE LOCAL
42409,MAS SPE LOCAL
42411,MAS SPE LOCAL
42413,MAS SPE LOCAL
66027,MAS SPE LOCAL
42417,MAS SPE LOCAL
42419,MAS SPE LOCAL
42421,MAS SPE LOCAL
42423,MAS SPE LOCAL
22808,MAS SRC AC EXP
66015,MAS AJJ MEMU
66021,MAS AJJ FAST
66047,MAS TPTY FAST PASS
43257,MAS TRL LOCAL
43201,MAS TRL LOCAL
